# Kaiser - Swauk Pass N of Ellensburg - PSME - ITRDB WA3
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3670
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3670.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa3-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa3-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa3.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa3.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Kaiser - Swauk Pass N of Ellensburg - PSME - ITRDB WA3
#--------------------
# Investigators
#   Investigators: Kaiser, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Swauk Pass  N Of Ellensburg
#   Location: Washington
#   Northernmost_Latitude: 47.37
#   Southernmost_Latitude: 47.37
#   Easternmost_Longitude: -120.3
#   Westernmost_Longitude: -120.3
#   Elevation_m: 1250
#--------------------
# Data_Collection
#   Collection_Name: WA3
#   First_Year: 1788
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SWAU0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAU0160_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAU0160; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWAUCH00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWAUCH00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SWAU0010_raw	SWAU0020_raw	SWAU0030_raw	SWAU0040_raw	SWAU0050_raw	SWAU0060_raw	SWAU0070_raw	SWAU0080_raw	SWAU0090_raw	SWAU0100_raw	SWAU0110_raw	SWAU0120_raw	SWAU0130_raw	SWAU0140_raw	SWAU0150_raw	SWAU0160_raw	SWAUCH00_raw
1908	NA	1.61	NA	0.75	0.97	0.19	0.48	0.49	0.51	0.89	0.63	0.58	0.98	0.16	1.14	0.95	0.74
1909	NA	0.66	NA	0.47	0.58	0.15	0.31	0.4	0.42	0.63	0.42	0.36	0.59	0.17	0.6	0.48	0.45
1910	NA	0.91	NA	0.61	0.64	0.22	0.32	0.5	0.33	0.6	0.56	0.47	0.84	0.15	0.83	0.48	0.6
1911	NA	1.07	NA	0.6	0.71	0.28	0.36	0.52	0.19	0.65	0.59	0.51	0.84	0.09	0.84	0.54	0.65
1912	NA	0.96	NA	0.65	0.68	0.26	0.38	0.66	0.2	0.61	0.58	0.49	1.06	0.14	0.83	0.48	0.7
1913	NA	1.07	NA	0.62	0.69	0.26	0.44	0.75	0.31	0.58	0.67	0.56	1.03	0.18	0.87	0.61	0.75
1914	NA	1.15	NA	0.64	0.81	0.2	0.48	0.39	0.44	0.63	0.68	0.5	0.96	0.21	0.83	0.63	0.77
1915	NA	1.04	NA	0.49	0.8	0.15	0.43	0.43	0.4	0.61	0.57	0.49	0.95	0.19	0.59	0.56	0.72
1916	NA	1.09	NA	0.52	0.8	0.17	0.44	0.48	0.39	0.56	0.58	0.54	1.03	0.18	0.85	0.48	0.72
1917	NA	1.07	NA	0.52	0.78	0.13	0.42	0.48	0.39	0.52	0.58	0.43	0.96	0.24	0.76	0.64	0.69
1918	NA	0.85	NA	0.48	0.7	0.13	0.4	0.58	0.36	0.62	0.65	0.5	0.95	0.16	0.8	0.49	0.69
1919	NA	0.9	1.02	0.41	0.77	0.11	0.39	0.6	0.3	0.48	0.61	0.51	0.98	0.11	0.89	0.47	0.72
1920	2.02	0.61	1.12	0.32	0.59	0.13	0.4	0.52	0.25	0.45	0.62	0.54	0.82	0.08	0.76	0.43	0.6
1921	2.06	0.94	1.29	0.42	0.75	0.12	0.49	0.57	0.22	0.55	0.63	0.51	0.86	0.1	0.87	0.46	0.68
1922	1.6	0.83	1.04	0.34	0.47	0.11	0.4	0.63	0.22	0.44	0.54	0.46	0.83	0.16	0.88	0.49	0.59
1923	1.7	0.78	0.83	0.41	0.44	0.12	0.44	0.68	0.27	0.54	0.59	0.45	1.04	0.15	0.85	0.49	0.61
1924	1.4	0.86	0.68	0.36	0.5	0.09	0.46	0.78	0.33	0.55	0.56	0.42	1.01	0.16	0.9	0.59	0.6
1925	1.85	1.09	0.98	0.44	0.4	0.14	0.62	0.88	0.43	0.56	0.58	0.46	1.04	0.17	0.9	0.67	0.7
1926	1.51	0.73	1.03	0.33	0.35	0.11	0.34	0.53	0.43	0.59	0.49	0.39	0.9	0.11	0.56	0.35	0.55
1927	1.64	0.92	1.07	0.49	0.35	0.19	0.53	0.55	0.41	0.71	0.57	0.5	1.04	0.17	0.93	0.59	0.67
1928	1.49	0.88	0.96	0.43	0.41	0.17	0.48	0.55	0.43	0.61	0.46	0.47	0.95	0.19	1.09	0.55	0.63
1929	1.38	0.93	0.98	0.44	0.4	0.14	0.36	0.49	0.37	0.66	0.45	0.45	0.89	0.13	0.79	0.45	0.58
1930	1.39	0.84	0.89	0.31	0.29	0.1	0.3	0.37	0.33	0.64	0.41	0.42	0.89	0.09	0.57	0.36	0.51
1931	0.99	0.71	0.66	0.27	0.24	0.15	0.24	0.21	0.19	0.45	0.29	0.32	0.65	0.06	0.53	0.24	0.39
1932	1.14	0.92	0.71	0.39	0.24	0.14	0.33	0.31	0.21	0.46	0.4	0.42	0.79	0.11	0.79	0.35	0.48
1933	1.6	0.95	0.88	0.47	0.38	0.16	0.41	0.37	0.33	0.73	0.43	0.47	0.84	0.2	1.1	0.62	0.62
1934	1.51	0.93	0.69	0.53	0.47	0.11	0.42	0.54	0.34	0.69	0.41	0.39	0.82	0.16	0.85	0.47	0.58
1935	1.3	1.04	1.14	0.52	0.62	0.18	0.58	0.62	0.32	0.77	0.44	0.52	0.79	0.13	0.86	0.58	0.65
1936	1.31	0.79	0.96	0.67	0.84	0.14	0.71	0.82	0.4	0.72	0.4	0.48	0.7	0.12	0.99	0.63	0.67
1937	1.32	0.97	1.56	0.81	0.96	0.19	0.69	0.63	0.45	0.84	0.47	0.58	0.94	0.15	0.98	0.64	0.76
1938	1.4	1	1.82	0.8	0.96	0.23	0.59	0.78	0.47	0.85	0.44	0.59	0.99	0.16	1.15	0.64	0.8
1939	1.21	0.72	2.11	0.56	0.75	0.17	0.41	0.7	0.34	0.66	0.37	0.44	0.83	0.13	0.58	0.41	0.65
1940	1.27	0.96	1.86	0.67	0.76	0.22	0.46	0.63	0.38	0.72	0.47	0.5	0.87	0.21	0.78	0.49	0.7
1941	1.32	1	1.99	0.69	0.8	0.17	0.42	0.46	0.37	0.69	0.4	0.45	1.04	0.18	0.79	0.44	0.7
1942	1.27	1.1	1.76	0.69	0.76	0.16	0.47	0.61	0.47	0.7	0.4	0.48	0.94	0.18	0.81	0.49	0.71
1943	1.4	0.7	1.75	0.46	0.57	0.21	0.69	0.46	0.39	1.12	0.29	0.36	0.82	0.16	0.62	0.51	0.66
1944	1.3	0.55	1.82	0.34	0.49	0.29	0.75	0.55	0.33	1.2	0.36	0.41	1	0.2	0.73	0.63	0.68
1945	1.16	0.39	1.46	0.25	0.46	0.35	0.88	0.45	0.29	1.26	0.42	0.53	1.2	0.16	0.73	0.6	0.66
1946	1.05	0.45	1.2	0.43	0.72	0.28	0.93	0.59	0.27	1.63	0.5	0.58	1.34	0.22	0.94	0.77	0.74
1947	1.05	0.7	1.35	0.44	0.91	0.38	1.3	0.94	0.38	1.88	0.67	0.85	1.82	0.23	1.09	1.02	0.94
1948	1.25	0.78	1.39	0.67	1.23	0.36	1.23	1.6	0.41	1.72	0.63	0.82	1.77	0.19	1.32	1.07	1.03
1949	1.21	0.59	1.54	0.86	1.06	0.34	1.27	1.56	0.32	1.81	0.67	0.89	1.33	0.23	1.02	0.96	0.98
1950	1.33	0.6	1.88	1	1.11	0.45	1.33	1.32	0.28	2.32	0.57	0.92	1.48	0.33	1.02	0.91	1.05
1951	1.42	0.58	1.91	1.08	1.01	0.39	1.12	0.56	0.11	1.66	0.68	0.81	1.38	0.28	0.94	0.81	0.92
1952	1.53	0.66	1.9	0.95	1.08	0.48	1.23	0.69	0.14	1.73	0.55	0.86	1.46	0.34	0.89	0.9	0.96
1953	1.55	0.65	2.21	1.17	1.18	0.52	1.21	0.62	0.21	1.68	0.52	0.82	1.47	0.3	0.93	0.84	0.99
1954	1.74	0.68	2.34	1.01	0.98	0.57	1.19	0.54	0.2	1.44	0.54	0.88	1.52	0.44	0.77	0.96	0.99
1955	1.89	0.75	2.36	0.98	1	0.52	1.19	0.49	0.18	1.29	0.54	0.82	1.5	0.45	0.8	0.78	0.97
1956	2.01	0.88	1.94	1.07	1.07	0.5	1.33	0.43	0.13	1.08	0.41	0.67	1.42	0.41	0.54	0.98	0.93
1957	1.55	0.78	1.78	0.72	0.85	0.43	0.76	0.53	0.12	1.02	0.36	0.53	1.22	0.22	0.54	0.68	0.76
1958	1.72	0.91	1.75	0.93	1	0.61	0.7	0.47	0.12	1.07	0.36	0.65	1.21	0.22	0.5	0.89	0.82
1959	1.63	1.03	1.85	0.88	0.71	0.65	0.83	0.49	0.13	1.25	0.54	0.85	1.41	0.22	0.59	0.8	0.87
1960	1.45	1.38	2.39	1.11	0.83	0.8	0.88	0.62	0.19	1.3	0.84	1.11	1.97	0.36	0.64	0.92	1.05
1961	1.26	1.16	1.93	0.74	0.61	0.85	0.58	0.53	0.21	0.99	0.66	0.86	1.34	0.29	0.58	0.7	0.83
1962	1.4	1.67	1.78	0.82	0.37	0.82	0.83	0.68	0.13	0.71	0.59	0.71	1.3	0.31	0.56	0.84	0.85
1963	1.41	1.89	1.55	0.81	0.45	0.82	1.24	1.03	0.15	0.98	0.7	0.98	2.05	0.34	0.55	1.31	1.02
1964	1.44	1.27	1.34	0.82	0.76	0.57	0.95	0.89	0.12	0.91	0.65	0.79	1.64	0.28	0.55	0.84	0.86
1965	1.46	1.8	1.28	0.93	0.84	0.66	0.79	0.9	0.11	0.64	0.78	0.93	1.3	0.2	0.47	0.94	0.88
1966	1.33	1.76	1.14	1.22	1.11	0.71	1.07	0.93	0.14	1.02	1.05	1.1	1.51	0.24	0.54	1.08	1
1967	1.46	2.08	1.24	1.27	1.08	1.06	1.02	0.99	0.63	1.32	0.97	1.21	1.58	0.29	0.58	1.08	1.12
1968	1.18	1.39	0.93	1.27	1.05	0.94	1.08	0.86	0.22	1.15	0.85	1.36	1.22	0.29	0.52	0.79	0.94
1969	1.25	1.45	0.61	1.28	0.71	0.95	1.06	0.99	0.17	1.35	0.72	0.93	0.81	0.18	0.5	0.6	0.85
1970	1.26	1.15	0.78	1.3	0.82	1.26	1.17	0.76	0.2	1.24	0.86	1.06	0.87	0.27	0.75	0.8	0.91
1971	1.23	0.86	0.67	1.31	0.76	1.13	0.91	0.87	0.18	0.89	0.67	0.93	0.71	0.26	0.5	0.65	0.78
1972	1.11	1.3	0.69	1.9	0.63	1.67	1.06	1.03	0.14	1.15	0.67	1.09	0.93	0.23	0.49	0.68	0.92
1973	1.24	1.2	0.77	1.55	0.67	1.74	1.12	1.16	0.13	1.21	0.85	1.01	1.08	0.31	0.54	0.91	0.97
1974	1.05	0.99	0.81	1.16	0.67	1.97	1	1.03	0.17	1.44	0.79	1.21	0.99	0.38	0.58	0.5	0.92
1975	1.32	2.08	0.94	2.19	0.87	1.49	1.56	0.78	0.19	1.67	0.98	1.63	1.05	0.58	0.83	0.91	1.19
1976	1.6	2.08	1.06	1.92	1.05	1.64	1.73	0.98	0.24	1.7	1.28	1.64	1.38	0.52	0.94	0.72	1.28
1977	0.94	0.89	0.55	1.02	0.9	0.89	0.85	0.7	0.15	0.7	0.58	0.72	1.06	0.15	0.4	0.62	0.7
1978	1.21	1.04	0.81	1.27	0.91	0.66	0.85	1.01	0.14	1.17	0.79	1	0.82	0.31	0.55	0.64	0.82
1979	1.05	0.98	0.71	0.92	0.69	0.78	0.63	0.57	0.17	0.71	0.42	0.47	1	0.2	0.34	0.65	0.64
1980	1.42	1.25	0.82	0.97	0.76	0.64	0.55	0.8	0.18	1.18	0.54	0.65	1.16	0.13	0.47	0.46	0.75
1981	1.66	2.05	1.09	1.63	1.19	0.99	1.01	1.08	0.36	1.5	0.91	1.18	2.01	0.34	0.83	0.56	1.15
1982	1.24	1.08	0.95	0.72	0.67	0.64	0.67	1.05	0.33	1.72	0.85	1.19	1.23	0.41	0.62	0.41	0.86
1983	1.51	1.91	0.95	1.23	0.78	0.74	0.86	1.51	0.31	1.84	0.79	1.25	1.22	0.62	0.65	0.41	1.04
1984	2.18	2.32	1.4	1.5	0.98	1.07	0.99	1.18	0.29	2.38	1.05	1.53	1.25	0.9	0.73	0.64	1.27
1985	1.46	1.7	1.04	0.97	0.59	0.97	0.8	0.72	0.24	1.67	0.59	1.09	1.15	0.51	0.41	0.33	0.89
1986	1.08	1.3	0.75	0.91	0.7	0.78	0.45	0.43	0.15	0.99	0.35	0.71	0.85	0.43	0.28	0.25	0.65
