# Andreason - Sisshammer - PISY - ITRDB SWED304
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2663
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2663.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed304-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swed304-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed304.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swed304.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-10-10
#--------------------
# File_Last_Modified_Date
#   Date: 2008-10-10
#--------------------
# Title
#   Study_Name: Andreason - Sisshammer - PISY - ITRDB SWED304
#--------------------
# Investigators
#   Investigators: Andreason, T.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sisshammer
#   Location: Stockholms Lan
#   Northernmost_Latitude: 59.22
#   Southernmost_Latitude: 59.22
#   Easternmost_Longitude: 18.35
#   Westernmost_Longitude: 18.35
#   Elevation_m: 5
#--------------------
# Data_Collection
#   Collection_Name: SWED304
#   First_Year: 1667
#   Last_Year: 1779
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DRS1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS29_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS29; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS30_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS30; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS37_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS37; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS38_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS38; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS39_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS39; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS41_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS41; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS42_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS42; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS44_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS44; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS45_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS45; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS46_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS46; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS47_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS47; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS50_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS50; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS51_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS51; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS52b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS52b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS53_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS53; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS54_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS54; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS55_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS55; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DRS9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DRS9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Fors1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Fors1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Forsen2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Forsen2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Naset1D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Naset1D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## POTTM1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: POTTM1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DRS1_raw	DRS13_raw	DRS14_raw	DRS15_raw	DRS16_raw	DRS17_raw	DRS18_raw	DRS2_raw	DRS21_raw	DRS22_raw	DRS23_raw	DRS25_raw	DRS26_raw	DRS27_raw	DRS29_raw	DRS3_raw	DRS30_raw	DRS32_raw	DRS37_raw	DRS38_raw	DRS39_raw	DRS4_raw	DRS41_raw	DRS42_raw	DRS44_raw	DRS45_raw	DRS46_raw	DRS47_raw	DRS5_raw	DRS50_raw	DRS51_raw	DRS52b_raw	DRS53_raw	DRS54_raw	DRS55_raw	DRS6_raw	DRS8_raw	DRS9_raw	Fors1_raw	Forsen2_raw	Naset1D_raw	POTTM1_raw
1754	0.22	1.07	0.58	0.66	0.51	NA	0.82	0.13	0.54	0.54	0.95	0.71	NA	NA	NA	0.49	0.68	NA	NA	NA	NA	0.12	NA	2.21	NA	NA	NA	NA	0.77	NA	0.77	NA	NA	NA	1.41	0.34	0.37	0.25	NA	NA	0.35	1.29
1755	0.17	0.9	0.54	0.68	0.52	NA	0.69	0.14	0.62	0.46	1.06	0.56	NA	NA	NA	0.32	0.73	NA	NA	NA	NA	0.14	NA	1.78	NA	NA	NA	NA	0.71	NA	0.73	NA	NA	NA	1.21	0.37	0.3	0.29	NA	NA	0.29	1.24
1756	0.17	0.9	0.52	0.64	0.56	NA	0.76	0.16	0.44	0.43	0.93	0.95	NA	NA	NA	0.34	0.61	NA	NA	NA	NA	0.12	NA	1.9	NA	NA	NA	NA	0.8	NA	0.88	NA	NA	NA	0.9	0.31	0.3	0.28	NA	NA	0.27	0.92
1757	0.11	0.74	0.36	0.49	0.54	NA	0.64	0.14	0.19	0.22	0.51	0.68	NA	NA	NA	0.42	0.53	NA	NA	NA	NA	0.1	NA	1.47	NA	NA	NA	NA	0.48	NA	0.43	NA	NA	NA	0.57	0.27	0.24	0.23	NA	NA	0.24	0.69
1758	0.09	0.62	0.26	0.32	0.4	NA	0.48	0.11	0.3	0.17	0.39	0.46	NA	NA	NA	0.38	0.59	NA	NA	NA	NA	0.08	NA	1.31	NA	NA	NA	NA	0.34	NA	0.24	NA	NA	NA	0.59	0.28	0.3	0.25	NA	NA	0.18	0.54
1759	0.15	0.72	0.3	0.38	0.5	NA	0.47	0.11	0.31	0.28	0.46	0.79	NA	NA	NA	0.33	0.86	NA	NA	NA	NA	0.09	NA	1.76	NA	NA	NA	NA	0.4	NA	0.32	NA	NA	NA	1.1	0.29	0.32	0.19	NA	NA	0.25	0.58
1760	0.11	0.46	0.23	0.23	0.4	NA	0.42	0.09	0.16	0.14	0.28	0.83	NA	NA	NA	0.22	1.09	0.39	NA	NA	NA	0.04	NA	1.67	NA	NA	NA	NA	0.27	NA	0.16	NA	NA	NA	0.9	0.22	0.21	0.16	NA	NA	0.17	0.42
1761	0.16	0.63	0.23	0.26	0.45	NA	0.45	0.1	0.15	0.14	0.39	1.01	NA	NA	NA	0.29	1.19	0.45	NA	NA	NA	0.06	NA	1.64	NA	NA	NA	NA	0.32	NA	0.22	NA	NA	NA	0.86	0.33	0.31	0.2	NA	NA	0.15	0.47
1762	0.13	0.49	0.23	0.22	0.44	NA	0.41	0.14	0.16	0.12	0.28	0.88	NA	NA	NA	0.37	0.97	0.33	NA	NA	NA	0.09	NA	1.42	NA	NA	NA	NA	0.44	NA	0.31	NA	NA	NA	0.59	0.29	0.28	0.14	NA	NA	0.12	0.45
1763	0.14	0.51	0.19	0.23	0.48	NA	0.48	0.19	0.13	0.13	0.25	0.69	NA	NA	NA	0.37	0.74	0.38	NA	NA	NA	0.08	NA	1.47	NA	NA	NA	NA	0.67	NA	0.32	NA	NA	NA	0.55	0.23	0.25	0.11	NA	NA	0.13	0.46
1764	0.22	0.6	0.36	0.41	0.58	NA	0.54	0.19	0.26	0.22	0.41	0.82	NA	NA	NA	0.54	1.14	0.56	NA	NA	NA	0.08	NA	2.18	NA	NA	NA	NA	0.7	NA	0.62	NA	NA	NA	0.88	0.27	0.44	0.22	NA	NA	0.2	0.75
1765	0.15	0.5	0.32	0.45	0.69	NA	0.57	0.14	0.24	0.24	0.36	0.93	NA	NA	NA	0.6	1.17	0.53	NA	NA	NA	0.07	NA	2.39	NA	NA	NA	NA	0.7	NA	0.55	NA	NA	NA	0.78	0.21	0.33	0.3	NA	NA	0.19	1.04
1766	0.19	0.55	0.35	0.48	0.64	NA	0.51	0.13	0.29	0.26	0.37	0.99	NA	NA	NA	0.45	1.07	0.41	NA	NA	NA	0.11	NA	2.25	NA	NA	NA	NA	0.69	NA	0.63	NA	NA	NA	1.04	0.27	0.27	0.36	NA	NA	0.19	0.75
1767	0.16	0.72	0.36	0.45	0.73	NA	0.59	0.16	0.29	0.35	0.33	1.17	NA	NA	NA	0.37	1.8	0.51	NA	NA	NA	NA	NA	2.03	NA	NA	NA	NA	0.69	NA	0.72	NA	NA	NA	1.1	0.32	0.35	0.27	NA	NA	0.27	0.86
1768	0.09	0.63	0.27	0.26	0.37	NA	0.46	0.12	0.23	0.22	0.36	0.86	NA	NA	NA	0.23	1.23	0.5	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	0.46	NA	0.36	NA	NA	NA	0.95	0.2	0.29	0.12	NA	NA	0.21	0.5
1769	0.08	0.57	0.36	0.46	0.5	NA	0.4	0.13	0.46	0.35	0.39	1.05	NA	NA	NA	0.33	2.5	0.78	NA	NA	NA	NA	NA	1.36	NA	NA	NA	NA	0.58	NA	0.43	NA	NA	NA	1.26	0.2	0.33	0.26	NA	NA	0.23	0.7
1770	0.07	0.55	0.23	0.23	0.4	NA	0.44	0.11	0.24	0.18	0.17	0.55	NA	NA	NA	0.27	2.12	0.72	NA	NA	NA	NA	NA	1.25	NA	NA	NA	NA	0.48	NA	0.33	NA	NA	NA	0.76	0.11	0.23	0.18	NA	NA	0.18	0.4
1771	0.08	0.43	0.18	0.19	0.45	NA	0.31	0.07	0.17	0.16	0.11	0.68	NA	NA	NA	0.21	1.35	0.84	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	0.32	NA	0.32	NA	NA	NA	0.59	0.1	0.19	0.14	NA	NA	0.11	0.28
1772	0.07	0.57	0.29	0.28	0.43	NA	0.41	0.08	0.27	0.23	0.19	0.69	NA	NA	NA	0.24	0.91	0.76	NA	NA	NA	NA	NA	1.09	NA	NA	NA	NA	0.54	NA	0.58	NA	NA	NA	0.89	0.14	0.22	0.19	NA	NA	0.17	0.46
1773	0.12	0.58	0.38	0.35	0.37	NA	0.43	0.13	0.34	0.27	0.19	0.74	NA	NA	NA	0.24	1.26	0.59	NA	NA	NA	NA	NA	1.4	NA	NA	NA	NA	0.6	NA	0.63	NA	NA	NA	1.15	0.12	0.22	0.17	NA	NA	0.21	0.6
1774	0.07	0.53	0.34	0.28	0.31	NA	0.33	0.13	0.23	0.14	0.09	0.53	NA	NA	NA	0.2	1.01	0.37	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	0.5	NA	0.41	NA	NA	NA	0.82	0.13	0.14	0.17	NA	NA	0.2	0.44
1775	0.11	0.54	0.25	0.32	0.22	NA	0.28	0.11	0.18	0.15	0.08	0.32	NA	NA	NA	0.23	0.8	0.25	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	0.45	NA	0.3	NA	0.52	NA	0.54	0.22	0.16	0.21	NA	NA	0.17	0.35
1776	0.13	0.38	0.27	0.36	0.25	NA	0.3	0.12	0.18	0.2	0.15	0.71	NA	NA	NA	0.35	0.8	0.39	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	0.39	NA	0.24	NA	0.65	NA	0.37	0.16	0.19	0.21	NA	NA	0.28	0.49
1777	0.08	0.34	0.24	0.27	0.13	NA	0.22	0.08	0.26	0.24	0.18	0.51	NA	NA	NA	0.31	0.67	0.74	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	0.39	NA	0.44	NA	1.18	NA	0.66	0.12	0.17	0.19	NA	NA	0.3	0.52
1778	0.09	0.46	0.33	0.32	0.18	NA	0.39	0.11	0.27	0.33	0.19	0.45	NA	NA	NA	0.28	0.98	0.54	NA	NA	NA	NA	NA	1.64	NA	NA	NA	NA	0.52	NA	0.37	NA	0.67	NA	0.83	0.2	0.23	0.31	NA	NA	0.28	0.6
1779	0.09	0.52	0.33	0.44	0.26	NA	0.43	0.11	0.31	0.26	0.21	0.38	NA	NA	NA	0.27	1.38	0.73	NA	NA	NA	NA	NA	1.81	NA	NA	NA	NA	0.61	NA	0.6	NA	0.56	NA	0.88	0.22	0.29	0.27	NA	NA	0.29	0.48
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.29	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	0.27	NA	0.75	NA	0.44	NA	NA	NA	NA	NA	0.23	0.36
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	0.36	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	0.2	NA	0.65	NA	0.43	NA	NA	NA	NA	NA	0.09	0.21
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	0.17	NA	0.45	NA	0.47	NA	NA	NA	NA	NA	0.19	0.34
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	0.19	NA	0.3	NA	0.33	NA	NA	NA	NA	NA	0.11	0.31
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA	NA	0.32	NA	0.54	NA	0.44	NA	NA	NA	NA	NA	0.14	0.41
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	0.15	0.38
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	0.18	0.47
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	0.16	0.64
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	0.14	0.43
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	0.12	0.31
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	0.76	0.15	0.23
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	0.67	0.27	0.33
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	0.9	0.21	0.3
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	0.95	0.24	0.46
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	0.74	0.35	0.49
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	0.37	0.31	0.52
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	0.63	0.33	0.35
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	0.89	0.47	0.27
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	0.55	0.16	0.25
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	0.59	0.21	0.31
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	0.54	0.19	0.36
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	0.26	0.24	0.31
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	0.48	0.25	0.3
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	0.54	0.28	0.21
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	2.03	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	0.46	0.25	0.22
1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	1.84	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	0.48	0.34	0.31
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	2.14	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	0.78	0.24	0.36
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	0.56	0.26	0.32
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	0.51	0.24	0.25
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	1.93	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	0.59	0.28	0.28
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	0.81	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	1.91	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	0.45	0.24	0.31
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	1.33	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	0.47	0.26	0.29
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	1.64	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	0.19	0.19	0.4
